SWEAT index,K index,Totals totals index,Date,TH,Environmental Stability,Moisture Indices,Convective Potential,Temperature Pressure,Moisture Temperature Profiles
40.7,-4.4,29.7,1985-01-26,0,22.2,17.1,0.0,5631,950.55
107.0,6.6,43.2,1985-01-27,0,11.3,17.7,0.0,5620,950.18
42.7,27.3,43.7,1985-01-29,0,-0.30000000000000004,24.8,-40.0,5599,988.11
50.4,16.4,38.1,1985-01-30,0,3.8,18.6,-121.1,5616,946.58
66.0,18.2,43.3,1985-01-31,0,10.4,17.6,0.0,5652,929.92
355.7,30.4,58.0,1985-02-01,0,-12.0,0.0,29.0,5587,1002.3
197.8,30.5,51.0,1985-02-02,0,-7.9,22.3,-9.200000000000003,5564,988.2
131.3,10.4,47.0,1985-02-03,0,6.8,21.7,0.0,5603,955.43
102.8,9.4,34.3,1985-02-04,0,10.899999999999999,17.3,0.0,5640,775.04
300.5,24.2,53.2,1985-02-05,0,-5.1,28.8,92.0,5640,860.64
115.5,28.8,45.8,1985-02-06,0,-6.2,27.6,679.7,5664,982.86
112.5,14.2,17.5,1985-02-08,0,33.3,18.7,0.0,5599,925.43
97.0,9.6,4.9,1985-02-09,0,44.400000000000006,17.6,0.0,5636,948.1
71.8,-5.2,17.9,1985-02-10,0,29.3,20.1,0.0,5683,985.79
153.5,9.8,30.2,1985-02-11,0,22.200000000000003,25.0,0.0,5641,960.53
209.6,28.1,42.0,1985-02-13,0,7.5,32.4,-14.900000000000002,5634,990.43
216.0,28.0,42.4,1985-02-14,0,12.5,32.8,-181.7,5666,954.7
158.4,26.8,43.4,1985-02-15,0,9.100000000000001,34.5,-71.39999999999999,5620,973.22
156.5,11.2,47.0,1985-02-16,0,0.4,25.8,73.1,5567,985.73
69.8,-2.5,18.7,1985-02-17,0,12.1,21.7,0.0,5559,1000.02
40.7,-8.2,12.3,1985-02-18,0,30.4,21.8,0.0,5679,928.02
29.1,-10.0,9.3,1985-02-19,0,40.5,23.2,0.0,5700,877.88
64.0,-6.6,23.1,1985-02-20,0,29.6,28.8,0.0,5715,965.93
93.8,10.0,28.4,1985-02-21,0,20.6,36.9,0.0,5734,985.61
69.8,6.6,28.9,1985-02-22,0,21.4,22.5,0.0,5648,872.79
77.6,2.6,21.7,1985-02-23,0,26.0,25.0,0.0,5706,952.84
60.1,0.2,11.9,1985-02-24,0,29.4,26.8,0.0,5737,949.84
106.7,2.8,13.7,1985-02-25,0,14.600000000000001,26.2,-43.1,5698,973.01
77.6,11.8,32.9,1985-02-26,0,-4.6,22.7,-74.6,5662,962.27
91.2,7.0,26.4,1985-02-27,0,15.399999999999999,27.7,0.0,5719,967.73
161.6,5.4,24.4,1985-02-28,0,21.700000000000003,26.9,0.0,5760,928.91
98.9,0.8,22.5,1985-03-01,0,19.6,28.7,18.5,5762,1006.02
73.7,2.8,26.5,1985-03-02,0,10.1,24.7,0.0,5738,982.93
48.5,2.8,26.3,1985-03-03,0,5.5,24.6,91.19999999999999,5700,980.36
56.3,2.8,25.3,1985-03-04,0,5.8,31.9,78.1,5754,987.75
58.2,2.4,25.9,1985-03-05,0,7.5,32.1,-77.0,5774,995.16
195.7,16.4,42.2,1985-03-06,0,1.5,40.9,620.1,5827,837.23
110.1,8.4,34.6,1985-03-07,0,5.9,33.6,-35.0,5795,990.25
83.4,4.2,32.3,1985-03-08,0,3.1,25.3,1140.6,5788,990.22
79.5,4.0,27.3,1985-03-09,0,18.8,21.2,0.0,5800,934.43
103.6,9.4,33.4,1985-03-10,0,14.5,17.4,0.0,5749,928.7
66.0,7.0,29.5,1985-03-11,0,15.1,19.2,0.0,5736,922.84
66.0,7.8,29.1,1985-03-12,0,11.9,17.5,0.0,5721,910.54
62.1,6.2,30.3,1985-03-13,0,11.2,22.6,-447.1,5789,948.1
84.6,12.4,36.2,1985-03-14,0,6.7,26.4,16.399999999999977,5761,980.3
52.4,15.4,38.1,1985-03-15,0,-1.5,22.9,1121.3,5748,982.77
46.6,11.0,30.7,1985-03-16,0,-3.1999999999999997,23.3,1689.5,5730,972.4
56.3,19.6,40.9,1985-03-17,0,-9.7,23.2,2157.7,5716,987.75
60.1,19.2,46.7,1985-03-18,0,-9.6,22.8,1655.0,5715,964.43
75.7,17.0,39.7,1985-03-19,0,-3.4999999999999996,27.4,1464.7,5740,953.38
396.1,26.4,57.8,1985-03-20,0,-15.6,34.4,4628.7,5673,985.15
44.6,13.6,30.1,1985-03-21,0,-6.7,22.2,-5.699999999999999,5684,974.96
50.4,9.8,31.5,1985-03-22,0,-4.4,26.2,3306.2,5721,990.22
151.9,17.6,46.0,1985-03-23,0,-8.0,31.0,21.1,5710,974.87
300.8,29.8,54.8,1985-03-24,1,-11.3,35.0,14.799999999999999,5702,982.59
126.2,18.8,49.2,1985-03-25,0,-4.8999999999999995,30.4,1079.3000000000002,5707,962.08
48.5,5.6,30.9,1985-03-26,0,2.8,21.9,72.8,5699,967.45
309.5,29.2,53.2,1985-03-27,0,1.1,35.0,725.0,5744,972.55
106.2,26.6,46.2,1985-03-28,0,-8.8,35.7,4144.1,5740,990.16
185.0,31.8,51.0,1985-03-29,0,-14.1,39.0,2014.3,5711,987.63
83.1,17.2,46.6,1985-03-30,0,-13.200000000000001,26.9,4246.2,5740,972.03
153.2,33.5,50.2,1985-03-31,0,-14.7,39.0,4742.5,5725,982.5
41.1,22.2,44.6,1985-04-01,0,-19.4,26.5,4770.4,5668,1001.53
144.5,28.0,44.0,1985-04-02,0,-4.3,36.1,1585.1,5818,840.19
96.5,28.2,46.2,1985-04-03,0,-8.8,29.0,2230.9,5706,966.96
45.5,17.6,41.0,1985-04-04,0,-9.3,26.6,2783.1,5722,969.53
196.3,32.4,51.8,1985-04-05,0,-6.3,30.6,866.0,5700,905.65
46.6,17.4,40.4,1985-04-06,1,3.0,20.4,29.599999999999966,5736,909.32
52.4,16.6,38.5,1985-04-07,0,-6.7,18.8,1240.8,5663,953.84
152.1,18.4,45.4,1985-04-08,0,3.8,21.4,-320.49999999999994,5694,770.2
130.7,23.0,38.6,1985-04-09,1,9.8,24.8,-457.49999999999994,5701,786.62
214.0,27.7,43.2,1985-04-11,0,12.3,23.5,0.0,5756,756.41
56.3,6.6,34.2,1985-04-12,0,-2.7,31.1,2636.9,5779,985.12
71.2,7.8,36.6,1985-04-13,0,-4.1000000000000005,28.1,2333.1000000000004,5789,997.57
48.5,10.8,38.3,1985-04-14,0,8.1,19.0,0.0,5802,737.84
102.4,23.0,46.0,1985-04-15,0,-10.200000000000001,36.7,3580.7000000000003,5811,987.53
226.9,28.4,45.6,1985-04-16,0,-2.3,47.8,14.899999999999999,5780,982.44
182.5,22.6,49.0,1985-04-17,0,-12.6,37.5,3646.0,5707,992.6
193.0,27.0,48.8,1985-04-18,0,-6.1,34.2,-5.5,5738,974.78
129.8,20.0,43.0,1985-04-19,0,-4.5,38.4,1889.0,5767,974.72
56.6,14.8,42.0,1985-04-20,0,-9.7,29.8,-1.6000000000000005,5736,977.34
117.0,20.6,36.8,1985-04-21,0,1.4999999999999996,39.1,2202.3,5772,974.69
142.9,12.2,39.2,1985-04-23,0,-3.0,30.6,2963.2,5812,992.6
48.5,16.0,41.3,1985-04-24,0,4.0,18.4,-483.99999999999994,5776,799.25
67.9,21.0,38.3,1985-04-25,0,-10.299999999999999,33.7,3242.4,5815,984.94
184.9,28.6,52.0,1985-04-26,0,-15.299999999999999,35.4,22.4,5767,987.56
80.3,14.4,47.6,1985-04-27,1,-13.1,28.5,3348.1,5765,982.47
196.5,24.2,48.8,1985-04-28,1,-0.20000000000000018,26.4,-13.600000000000001,5718,972.58
81.2,15.2,46.0,1985-04-29,0,1.0000000000000002,22.6,-335.5,5731,940.11
60.1,8.6,31.3,1985-04-30,0,-3.4000000000000004,20.5,763.6,5703,975.11
508.0,33.0,61.2,1985-05-01,1,-13.600000000000001,46.6,1248.7,5712,998.98
286.8,34.7,51.8,1985-05-02,0,-7.0,49.3,3610.7000000000003,5776,995.07
148.0,21.8,46.4,1985-05-03,1,0.0,35.8,658.4,5762,975.11
89.8,18.6,40.6,1985-05-04,1,0.6999999999999997,38.3,822.6999999999999,5750,967.03
204.4,25.4,54.0,1985-05-05,1,-17.3,32.3,20.900000000000002,5667,985.21
56.3,9.6,37.5,1985-05-06,1,-7.699999999999999,25.5,2541.1,5733,977.49
365.3,38.9,54.8,1985-05-07,1,2.0999999999999996,47.4,174.00000000000003,5724,967.45
31.0,29.3,45.6,1985-05-08,0,-0.5999999999999996,39.6,-24.899999999999977,5744,930.95
154.7,30.6,49.8,1985-05-09,0,-10.4,34.1,2984.0,5754,990.13
122.4,28.6,48.0,1985-05-10,1,-4.1,31.0,1040.5,5725,959.12
170.1,22.8,49.2,1985-05-11,0,-13.4,35.8,4184.900000000001,5705,972.03
145.9,29.9,48.8,1985-05-12,0,-6.3,39.4,1668.7,5746,977.43
198.7,28.4,45.2,1985-05-13,0,-1.8000000000000003,46.9,2323.1,5780,982.47
193.2,27.8,50.6,1985-05-14,0,-16.4,36.3,6689.9,5677,971.91
37.2,13.4,35.4,1985-05-15,0,-8.3,34.9,-93.0,5798,899.22
99.2,29.5,47.0,1985-05-17,0,-12.299999999999999,40.4,5044.3,5793,919.2
57.0,13.2,36.4,1985-05-18,0,5.9,27.6,-127.20000000000002,5757,950.91
50.1,7.8,35.4,1985-05-19,0,-4.6000000000000005,28.3,3061.2,5754,969.44
113.1,20.0,37.8,1985-05-21,0,-1.1999999999999997,39.5,2296.5,5754,979.93
152.5,17.2,40.4,1985-05-22,0,-1.8000000000000003,33.8,2048.1000000000004,5803,961.17
251.0,33.1,45.6,1985-05-23,1,1.8000000000000003,45.5,269.0,5762,966.96
271.9,34.7,35.2,1985-05-24,0,15.100000000000001,56.0,-21.700000000000003,5748,900.74
271.3,42.3,47.2,1985-05-25,0,3.5999999999999996,54.5,640.7,5736,903.18
200.9,29.4,47.8,1985-05-26,0,-3.3999999999999995,39.8,4222.1,5805,913.26
210.2,28.9,40.8,1985-05-27,0,4.3,44.6,801.0,5799,947.68
224.7,26.2,49.6,1985-05-28,0,-3.5,32.8,999.8000000000001,5799,920.95
139.7,8.0,40.6,1985-05-29,0,-4.9,19.3,-67.80000000000001,5753,865.31
90.1,25.0,48.8,1985-05-30,0,-4.5,24.6,222.9,5747,869.98
248.4,31.7,50.8,1985-05-31,0,-5.1,37.5,477.30000000000007,5800,897.14
248.4,31.7,50.8,1985-06-01,1,-6.199999999999999,0.0,-1.0,5802,963.79
240.3,39.9,45.0,1985-06-14,1,1.3999999999999995,57.0,1617.1,5732,935.92
251.6,37.1,43.2,1985-06-15,1,2.1999999999999993,40.8,360.40000000000003,5732,940.73
247.1,39.3,42.4,1985-06-16,0,8.2,58.8,61.8,5752,916.31
255.7,31.4,47.6,1985-06-17,0,-6.499999999999999,38.5,3325.6,5772,876.38
262.1,33.7,52.6,1985-06-19,1,-10.600000000000001,40.2,3636.7000000000003,5799,885.41
177.0,33.3,43.4,1985-06-20,1,3.8999999999999995,42.2,897.6999999999999,5727,936.03
193.6,26.6,43.2,1985-06-21,0,7.7,39.1,76.80000000000001,5773,926.42
234.0,34.1,44.0,1985-06-22,0,2.9,48.4,2213.6,5784,923.56
270.7,36.7,44.8,1985-06-23,1,1.5,55.3,2899.2,5789,945.34
286.6,39.3,42.8,1985-06-24,1,3.0,60.3,2870.8,5808,935.76
323.0,37.1,42.4,1985-06-25,1,5.699999999999999,59.5,1388.6999999999998,5823,949.99
237.2,35.1,41.8,1985-06-26,0,3.8999999999999995,47.2,785.9000000000001,5793,933.56
248.6,34.3,42.6,1985-06-27,1,6.9,47.7,-14.9,5792,921.31
259.0,38.9,45.0,1985-06-28,0,4.6,51.7,1043.0,5779,928.59
177.0,29.7,42.0,1985-06-29,1,3.8000000000000003,38.2,376.9,5694,906.18
271.7,38.1,39.6,1985-06-30,0,13.5,64.1,0.0,5781,945.43
237.7,34.1,41.4,1985-07-01,0,1.9999999999999996,54.4,1616.1,5741,976.06
271.2,41.5,46.8,1985-07-02,0,3.6,59.9,705.1,5760,949.99
256.7,36.9,42.4,1985-07-03,0,8.8,53.3,33.5,5767,949.99
234.6,37.7,44.6,1985-07-04,1,2.1999999999999997,47.2,2204.3,5747,935.98
241.9,33.7,36.2,1985-07-05,1,10.7,42.5,306.90000000000003,5767,940.76
280.7,36.8,40.6,1985-07-06,0,8.7,62.1,16.3,5843,947.68
239.4,37.7,43.2,1985-07-07,0,5.5,54.7,-12.399999999999999,5804,926.23
215.0,33.5,43.6,1985-07-08,0,5.199999999999999,44.3,213.39999999999998,5756,903.51
207.7,34.5,43.8,1985-07-09,0,8.9,44.7,-167.3,5760,887.17
171.6,34.7,44.2,1985-07-10,0,3.4,42.4,592.5,5727,908.82
268.7,42.3,47.6,1985-07-11,0,2.8000000000000003,58.6,1632.5,5817,949.99
276.9,38.1,46.2,1985-07-13,1,5.2,64.3,525.5,5836,992.63
235.6,35.1,46.4,1985-07-14,0,1.7000000000000002,45.5,1337.8,5765,926.23
260.4,41.5,48.0,1985-07-15,0,0.5,65.7,3621.7000000000003,5809,985.06
253.4,35.9,45.4,1985-07-16,0,1.3000000000000003,60.8,2.4000000000000004,5794,982.53
247.1,37.7,41.6,1985-07-17,0,3.7,44.5,105.4,5789,985.09
269.7,37.2,37.0,1985-07-18,1,12.8,68.6,1.0,5835,995.1
250.8,40.9,45.4,1985-07-19,0,1.3000000000000003,65.8,1225.6,5789,992.6
291.3,41.7,47.8,1985-07-21,0,4.8,71.5,847.8,5853,985.03
248.6,40.7,46.0,1985-07-22,0,2.5,67.5,1374.6,5819,987.63
269.6,36.3,52.0,1985-07-23,0,-9.7,49.9,5053.4,5731,995.1
251.5,38.9,48.6,1985-07-24,1,-3.9,59.8,3091.6,5781,987.59
214.6,31.1,39.4,1985-07-25,0,-8.3,54.1,5490.0,5723,995.04
225.4,36.3,48.4,1985-07-26,0,-5.0,57.3,2.3,5768,987.59
206.7,36.7,46.2,1985-07-27,1,-4.699999999999999,54.5,2650.1,5756,979.93
223.5,30.5,44.2,1985-07-29,1,-0.8999999999999995,51.8,3244.2000000000003,5807,987.56
223.4,36.1,43.2,1985-07-30,0,5.5,48.1,2547.2999999999997,5768,935.98
250.9,40.5,47.8,1985-07-31,0,-1.6999999999999993,49.5,2263.6,5760,931.06
286.3,37.7,44.0,1985-08-01,0,3.9000000000000004,62.8,1457.7,5794,977.02
288.3,37.5,45.8,1985-08-02,1,4.3999999999999995,46.7,2003.2,5776,945.43
220.2,32.9,41.4,1985-08-03,1,0.0,53.2,2186.0,5788,992.6
253.2,42.7,48.6,1985-08-04,1,-3.5,67.9,3290.7,5788,992.6
258.8,38.3,44.0,1985-08-05,0,5.5,52.7,495.7,5785,938.37
278.5,34.1,38.6,1985-08-06,0,10.7,55.1,-0.19999999999999996,5790,945.4
283.9,40.9,45.8,1985-08-07,0,2.5,56.2,2384.8,5746,949.99
239.0,35.9,43.4,1985-08-08,0,4.2,51.3,1639.7,5741,931.2
230.7,36.5,42.8,1985-08-09,0,6.800000000000001,51.0,482.9,5785,923.81
208.1,27.9,40.6,1985-08-10,0,0.6999999999999993,56.3,2157.4,5817,987.53
240.7,42.9,48.2,1985-08-11,0,-2.0,58.4,3494.7999999999997,5805,930.92
222.9,36.5,46.6,1985-08-12,0,6.199999999999999,45.4,73.4,5783,878.27
250.8,40.5,47.6,1985-08-13,1,-2.0,55.9,4724.7,5772,928.51
286.1,40.1,46.6,1985-08-14,1,0.7999999999999998,54.5,-31.999999999999996,5814,920.95
234.3,28.5,39.0,1985-08-15,0,9.600000000000001,40.9,376.09999999999997,5788,895.14
239.4,35.3,45.6,1985-08-16,0,3.3000000000000003,48.0,-22.5,5799,918.68
252.3,37.9,46.0,1985-08-17,1,1.5999999999999996,53.6,2118.7999999999997,5806,940.68
255.6,37.1,42.6,1985-08-18,1,4.699999999999999,58.2,2184.9,5832,935.81
228.7,38.1,43.8,1985-08-19,1,6.7,55.8,294.7,5813,921.2
269.1,40.9,47.0,1985-08-20,1,2.1000000000000005,59.4,2439.7,5800,945.37
232.6,35.5,42.4,1985-08-21,0,10.5,48.1,0.0,5798,931.31
255.3,41.7,48.0,1985-08-22,1,-0.40000000000000036,54.6,2403.4,5812,935.9
241.2,32.7,41.8,1985-08-23,1,7.5,49.7,276.6,5846,916.01
197.5,34.7,42.6,1985-08-24,1,0.39999999999999947,54.5,2134.6,5804,987.56
234.0,41.1,47.2,1985-08-25,1,0.6000000000000005,54.4,2026.2,5785,928.67
290.0,42.3,45.6,1985-08-26,1,0.5,61.9,5063.200000000001,5806,945.34
147.6,28.9,35.2,1985-08-27,1,20.7,38.2,0.0,5761,819.47
225.1,32.9,43.6,1985-08-28,1,5.2,42.2,1315.6,5759,923.89
258.8,39.3,49.8,1985-08-29,0,-3.5000000000000004,48.8,3879.0,5758,940.7
240.4,31.5,42.4,1985-08-30,0,3.6999999999999997,57.5,35.5,5823,990.13
229.2,37.9,46.6,1985-08-31,1,-1.7000000000000002,57.8,2784.5,5775,979.97
240.3,37.5,43.2,1985-09-01,1,2.6,61.7,2126.9,5806,986.03
167.3,32.7,38.8,1985-09-02,1,-0.7999999999999998,58.5,3089.6,5805,982.44
268.2,43.3,49.2,1985-09-03,1,0.9000000000000004,63.8,2760.4,5811,935.84
244.0,41.5,47.4,1985-09-04,1,2.8000000000000007,55.9,2529.7,5809,947.71
267.2,41.3,46.0,1985-09-05,1,4.4,60.0,2573.2999999999997,5821,940.68
229.2,39.1,45.4,1985-09-06,1,3.5000000000000004,47.7,2532.5,5798,923.7
237.3,42.1,48.2,1985-09-07,1,-2.5000000000000004,62.8,2873.8,5816,987.56
250.8,39.1,45.8,1985-09-08,1,1.9000000000000004,49.6,3494.1,5817,930.98
288.9,39.5,47.0,1985-09-09,0,-2.0,56.2,6086.8,5852,949.99
260.7,36.5,47.2,1985-09-10,0,-2.7,58.5,3367.7000000000003,5776,982.5
202.5,33.1,42.0,1985-09-11,0,-3.4000000000000004,52.7,2404.1,5745,969.41
205.4,28.7,36.6,1985-09-12,1,3.8000000000000003,53.0,1850.1000000000001,5794,985.09
207.4,32.9,42.0,1985-09-13,0,1.6000000000000005,48.6,2145.2999999999997,5784,985.12
208.6,31.1,37.4,1985-09-14,0,5.0,32.5,378.1,5830,938.4
189.0,27.9,38.2,1985-09-16,0,2.6000000000000005,45.4,1622.3,5806,922.96
231.6,32.5,46.0,1985-09-17,0,2.8000000000000003,47.3,2090.7,5813,987.63
135.5,27.5,42.8,1985-09-18,0,-2.3,42.7,2385.5,5776,982.56
146.1,24.0,42.2,1985-09-19,0,0.9999999999999996,38.3,1515.5,5794,974.81
165.4,24.1,35.4,1985-09-20,1,-2.4000000000000004,47.1,2155.5,5757,985.09
229.5,35.9,47.4,1985-09-21,0,-5.7,52.9,3377.1,5750,995.1
169.2,30.3,43.2,1985-09-22,1,-4.8,47.2,2815.0,5706,995.13
225.3,38.1,49.0,1985-09-23,1,-2.0,60.1,2810.6,5802,982.53
182.1,33.1,44.4,1985-09-24,1,-3.4,49.9,3304.6,5729,985.09
226.8,39.3,49.8,1985-09-25,0,-5.5,57.5,3823.0,5744,990.16
254.4,39.1,51.2,1985-09-26,0,-6.5,54.9,3595.3999999999996,5765,992.63
208.1,38.3,47.2,1985-09-27,1,-3.7,53.2,3422.4,5759,974.69
139.9,14.2,40.2,1985-09-28,1,-2.3,36.9,3129.0,5805,987.53
210.5,34.3,48.2,1985-09-29,0,-3.5999999999999996,51.5,3079.2,5748,990.13
416.1,47.3,56.4,1985-09-30,0,-3.1,65.8,3320.4,5831,982.5
169.6,33.9,45.0,1985-10-02,0,-3.1000000000000005,43.8,742.6,5747,977.37
219.5,27.8,49.0,1985-10-03,0,0.3000000000000007,47.6,1686.1000000000001,5779,985.15
169.2,34.9,46.8,1985-10-04,0,-6.7,46.6,2658.0,5730,987.63
188.0,21.0,43.4,1985-10-05,1,-3.1000000000000005,44.9,3804.2999999999997,5734,982.53
49.2,11.6,33.4,1985-10-06,0,3.1,32.5,1433.1999999999998,5718,980.21
142.3,25.6,37.6,1985-10-07,0,5.4,37.3,1501.1000000000001,5742,974.93
225.3,35.9,43.0,1985-10-08,0,4.5,56.0,2093.5,5783,974.78
190.8,37.1,47.2,1985-10-09,0,-4.4,51.1,3142.4,5747,972.18
149.1,26.5,38.4,1985-10-10,0,2.1999999999999997,38.6,1820.5,5751,974.84
241.4,40.1,47.2,1985-10-11,1,-1.0,61.7,2769.5,5788,987.63
215.5,34.1,45.6,1985-10-12,0,-3.9,51.2,2966.7,5749,995.1
119.6,30.1,39.6,1985-10-13,1,-0.5,46.7,2404.7000000000003,5784,987.63
167.9,26.0,44.8,1985-10-14,1,-5.5,41.7,3907.1,5776,987.59
182.9,32.3,45.4,1985-10-15,0,-8.3,46.9,5475.400000000001,5728,982.47
300.4,37.3,43.0,1985-10-16,0,5.6,54.5,2235.9,5761,945.4
183.9,12.2,35.0,1985-10-17,0,8.9,23.3,0.0,5761,864.21
78.0,9.6,30.6,1985-10-18,0,2.5,35.0,2080.3,5750,987.69
140.1,11.2,31.8,1985-10-19,0,19.2,30.2,0.0,5723,972.95
33.0,0.0,18.5,1985-10-20,0,16.1,20.6,-142.0,5726,957.02
69.0,4.6,29.2,1985-10-21,0,12.3,25.2,6.099999999999994,5703,954.24
63.3,2.0,27.2,1985-10-22,0,12.2,24.3,-26.199999999999996,5697,954.24
66.1,9.6,35.4,1985-10-23,0,3.0,23.6,147.6,5646,965.01
153.3,12.0,39.2,1985-10-24,0,11.299999999999999,34.1,-64.3,5719,970.29
25.2,-0.8,28.0,1985-10-25,0,7.2,27.1,33.2,5697,972.76
198.7,13.0,40.2,1985-10-26,0,9.5,37.0,-21.200000000000003,5740,975.23
33.0,-2.6,26.6,1985-10-27,0,12.6,23.3,-93.19999999999999,5715,940.38
120.4,6.6,35.8,1985-10-28,0,13.7,24.5,0.0,5724,946.27
87.5,4.6,34.6,1985-10-29,0,7.9,21.6,-37.900000000000006,5668,951.77
40.7,3.2,21.5,1985-10-30,0,9.8,18.1,0.0,5680,949.11
102.5,8.2,29.0,1985-10-31,0,21.9,29.9,0.0,5725,932.08
156.3,15.4,39.6,1985-11-01,0,12.9,40.1,0.0,5760,989.64
71.7,10.0,39.2,1985-11-02,0,2.4,27.5,860.4,5679,982.93
29.1,1.8,27.7,1985-11-03,0,13.1,16.6,0.0,5663,923.2
64.7,4.2,34.4,1985-11-04,0,6.3,24.8,-51.400000000000006,5687,959.58
44.6,7.4,37.0,1985-11-05,0,14.0,16.1,0.0,5643,819.66
100.4,18.8,38.8,1985-11-06,0,5.5,26.4,-75.69999999999999,5680,954.27
46.6,3.0,33.3,1985-11-07,0,3.3,20.0,0.29999999999999716,5660,962.39
79.5,1.8,33.3,1985-11-08,0,1.5,20.1,-313.0,5687,849.11
91.2,5.8,39.8,1985-11-09,0,4.6000000000000005,24.7,0.0,5681,957.29
74.5,5.0,32.6,1985-11-10,0,11.7,22.6,0.0,5674,954.51
64.0,3.6,32.5,1985-11-12,0,10.600000000000001,18.6,-102.9,5641,965.44
78.8,-5.8,25.6,1985-11-13,0,20.1,24.4,0.0,5726,967.91
40.7,-4.4,26.1,1985-11-14,0,11.600000000000001,21.8,0.0,5722,959.92
134.3,9.6,37.6,1985-11-16,0,14.5,27.4,0.0,5690,929.03
195.8,9.4,38.6,1985-11-17,0,17.799999999999997,31.7,0.0,5715,907.24
217.9,16.2,36.0,1985-11-18,0,18.3,40.1,0.0,5765,985.43
147.8,30.1,40.4,1985-11-19,0,9.9,38.5,0.0,5725,906.72
66.0,8.6,28.1,1985-11-20,0,17.3,23.8,0.0,5636,923.9
56.3,2.8,21.3,1985-11-21,0,26.8,25.2,0.0,5700,902.76
67.9,0.6,22.1,1985-11-22,0,29.3,28.4,0.0,5725,941.73
71.8,2.6,22.7,1985-11-23,0,24.9,25.1,0.0,5724,924.27
58.2,3.6,24.1,1985-11-24,0,24.3,25.0,0.0,5706,918.32
115.3,7.4,33.2,1985-11-26,0,22.9,32.6,0.0,5745,946.88
175.1,10.8,37.2,1985-11-27,0,27.4,33.5,0.0,5735,905.99
113.9,12.4,33.4,1985-11-28,0,25.8,26.9,0.0,5700,933.55
31.0,8.2,25.1,1985-11-29,0,29.1,23.8,0.0,5709,900.53
33.0,12.2,36.6,1985-11-30,0,25.0,24.4,0.0,5729,897.05
36.9,8.2,18.9,1985-12-01,0,28.3,25.8,0.0,5712,990.78
66.0,13.0,31.0,1985-12-02,0,26.4,19.4,0.0,5675,930.71
71.8,7.6,20.3,1985-12-03,0,22.5,16.8,0.0,5648,876.17
66.0,5.0,24.3,1985-12-04,0,26.2,22.0,0.0,5648,915.88
48.5,4.0,20.5,1985-12-05,0,33.0,20.1,0.0,5679,939.71
143.5,-1.4,21.4,1985-12-06,0,38.0,31.5,0.0,5727,944.53
52.4,-7.6,20.1,1985-12-07,0,28.0,20.6,0.0,5714,941.85
46.8,2.6,31.6,1985-12-08,0,17.5,19.5,0.0,5642,944.53
121.5,9.2,38.2,1985-12-09,0,17.7,18.2,0.0,5633,952.87
99.6,2.0,28.8,1985-12-10,0,22.9,19.9,0.0,5649,939.01
71.8,3.2,19.7,1985-12-11,0,30.5,16.3,0.0,5614,936.81
62.1,-1.4,29.4,1985-12-12,0,34.4,19.2,0.0,5740,900.41
52.4,0.4,27.5,1985-12-13,0,25.700000000000003,19.0,0.0,5719,933.43
38.8,-1.2,27.4,1985-12-14,0,22.4,22.2,0.0,5715,935.53
87.1,5.4,35.4,1985-12-15,0,17.4,24.5,0.0,5714,932.54
83.8,6.8,30.2,1985-12-16,0,17.9,25.5,0.0,5710,965.44
52.4,10.6,24.3,1985-12-17,0,21.0,17.6,0.0,5713,923.75
138.4,20.2,43.0,1985-12-18,0,5.800000000000001,26.5,0.0,5645,957.35
165.4,8.8,43.8,1985-12-19,0,7.6,24.2,0.0,5665,940.72
48.5,-2.4,29.9,1985-12-20,0,20.8,15.3,0.0,5644,876.17
58.2,7.4,27.7,1985-12-21,0,29.1,19.8,0.0,5669,883.9
13.6,8.0,28.4,1985-12-22,0,27.4,17.2,0.0,5649,928.02
40.7,8.4,19.3,1985-12-23,0,28.299999999999997,17.3,0.0,5635,947.86
66.3,4.8,33.0,1985-12-24,0,15.899999999999999,19.7,0.0,5619,963.33
131.1,11.2,42.0,1985-12-25,0,15.1,20.2,0.0,5643,955.43
116.7,8.4,39.0,1985-12-26,0,15.0,17.1,0.0,5637,936.02
152.9,18.0,45.4,1985-12-27,0,5.0,22.6,0.0,5620,975.88
243.6,30.8,47.0,1985-12-28,0,1.7,35.8,81.4,5676,995.22
62.1,13.0,29.7,1985-12-29,0,22.7,16.6,0.0,5668,921.92
118.3,8.2,16.1,1985-12-30,0,32.9,22.3,0.0,5676,955.98
87.3,6.2,11.7,1985-12-31,0,34.900000000000006,15.6,0.0,5676,904.77
71.8,7.0,12.1,1986-01-01,0,32.0,18.9,0.0,5651,985.15
77.6,6.8,11.9,1986-01-02,0,35.9,19.6,0.0,5675,925.86
66.0,9.0,13.7,1986-01-03,0,33.4,20.7,0.0,5661,961.29
62.1,5.2,34.7,1986-01-04,0,29.1,15.6,0.0,5674,959.03
91.2,-1.0,29.8,1986-01-05,0,33.7,17.9,0.0,5666,981.37
75.7,0.0,30.0,1986-01-06,0,34.0,17.1,0.0,5673,976.52
58.2,-7.0,23.5,1986-01-07,0,28.1,22.5,0.0,5713,985.98
46.6,0.6,32.9,1986-01-08,0,10.5,21.2,-4616.0,5693,880.78
72.5,1.8,34.2,1986-01-09,0,16.0,22.6,0.0,5668,941.57
156.0,9.0,38.8,1986-01-10,0,19.5,24.7,0.0,5655,902.76
