SWEAT index,K index,Totals totals index,Date,TH,Environmental Stability,Moisture Indices,Convective Potential,Temperature Pressure,Moisture Temperature Profiles
149.2,-2.7,29.1,2011-12-07,0,8.9,29.4,8.699999999999996,5791,964.16
38.8,2.9,27.8,2011-12-08,0,6.800000000000001,22.8,-11.2,5744,970.02
48.5,-1.7,22.1,2011-12-09,0,14.7,21.6,0.0,5722,972.92
211.4,6.0,36.3,2011-12-10,0,21.0,30.3,0.0,5752,964.06
87.8,9.8,25.7,2011-12-11,0,14.6,26.2,10.7,5693,990.34
63.7,16.6,24.3,2011-12-12,0,26.3,25.7,0.0,5633,949.81
102.2,-4.7,29.4,2011-12-13,0,23.7,19.5,-169.5,5665,914.99
150.4,-4.8,28.6,2011-12-14,0,32.2,23.4,0.0,5682,897.08
67.9,1.3,22.6,2011-12-15,0,23.1,17.9,0.0,5692,968.4
71.8,-3.6,19.0,2011-12-16,0,21.3,15.7,0.0,5673,960.8
62.1,-0.4,18.2,2011-12-17,0,30.0,12.4,0.0,5672,942.49
64.0,0.0,19.6,2011-12-18,0,34.5,15.1,0.30000000000000004,5653,997.73
50.4,-13.2,6.3,2011-12-19,0,31.7,12.6,0.0,5673,968.83
64.0,-3.1,13.7,2011-12-20,0,29.2,12.9,0.0,5674,988.42
54.3,-1.9,15.6,2011-12-21,0,32.7,11.7,0.0,5598,997.76
60.1,3.0,24.9,2011-12-22,0,37.5,18.1,0.0,5702,997.76
50.4,-47.4,31.2,2011-12-23,0,35.6,19.7,0.0,5715,964.25
69.8,2.7,24.6,2011-12-24,0,29.9,17.3,0.0,5688,997.73
48.5,-45.0,38.5,2011-12-25,0,17.9,16.4,0.0,5665,915.82
50.4,0.2,25.7,2011-12-26,0,25.0,13.8,0.0,5645,925.64
33.0,-50.9,25.4,2011-12-27,0,22.7,15.9,0.0,5651,936.97
190.3,32.4,41.1,2011-12-28,0,21.8,35.0,0.0,5652,917.78
139.2,31.3,38.8,2011-12-29,0,20.9,45.3,0.0,5685,933.24
125.4,29.5,41.1,2011-12-30,0,20.200000000000003,39.2,0.0,5643,918.7
98.7,4.5,33.4,2011-12-31,0,30.4,27.6,0.0,5692,780.01
126.4,22.6,43.0,2012-02-01,0,21.6,20.7,0.0,5596,962.21
62.1,11.6,42.7,2012-02-05,0,20.0,14.5,0.0,5659,856.12
171.8,30.2,49.6,2012-02-16,0,11.399999999999999,23.9,137.9,5650,1004.63
172.8,33.7,47.7,2012-02-17,0,7.9,31.3,0.0,5633,938.16
145.2,18.1,37.9,2012-02-19,0,15.9,27.7,0.0,5665,881.42
66.0,3.5,29.1,2012-02-20,0,23.299999999999997,16.1,0.0,5658,825.27
91.2,7.0,33.4,2012-02-26,0,17.6,16.7,0.0,5697,790.02
231.2,22.6,42.6,2012-03-01,0,-2.4,33.2,1544.3000000000002,5655,982.48
122.2,12.5,15.9,2012-03-03,0,27.299999999999997,21.6,0.0,5643,779.37
67.9,11.7,31.8,2012-03-04,0,-0.3999999999999999,19.3,42.5,5657,972.55
89.2,17.7,28.5,2012-03-05,0,16.9,21.1,0.0,5735,865.37
114.4,15.3,29.4,2012-03-06,0,11.6,23.3,7.700000000000017,5726,950.91
106.7,7.7,17.5,2012-03-07,0,11.1,21.1,-12.8,5705,959.12
124.2,5.3,13.3,2012-03-08,0,18.0,19.7,-157.9,5690,937.15
251.3,28.3,44.6,2012-03-10,0,2.1,39.8,-18.9,5734,969.65
81.1,-4.9,29.1,2012-03-11,0,29.8,10.4,0.0,5680,833.82
85.4,15.2,28.6,2012-03-13,0,19.9,19.9,0.0,5725,843.55
220.3,15.2,49.7,2012-03-14,0,11.899999999999999,22.9,0.0,5661,885.6
100.9,19.7,30.2,2012-03-15,0,7.199999999999999,21.7,-240.1,5712,918.99
79.4,-1.1,42.4,2012-03-16,0,-1.8,21.3,-6.0,5633,972.82
139.9,10.5,37.5,2012-03-17,0,-9.0,20.9,2899.7000000000003,5568,977.55
102.4,-2.4,35.0,2012-03-18,0,-5.6,21.7,696.8000000000001,5732,969.53
161.7,3.7,36.5,2012-03-19,0,7.2,25.3,9.100000000000001,5731,972.55
175.7,11.8,40.8,2012-03-20,0,1.0999999999999996,31.0,28.10000000000001,5776,969.53
126.5,17.6,40.5,2012-03-21,0,-1.1999999999999997,21.0,-4.5,5744,974.9
56.3,6.0,26.1,2012-03-22,0,7.0,16.8,-422.40000000000003,5741,909.41
38.8,-5.9,22.4,2012-03-23,0,10.5,18.5,-440.8,5760,954.03
56.3,-4.1,22.0,2012-03-24,0,0.0,13.7,-20.4,5733,969.77
38.8,-1.9,34.2,2012-03-25,0,-2.0999999999999996,18.5,-64.7,5752,961.59
56.3,11.1,39.6,2012-03-26,0,-3.0000000000000004,18.0,-300.79999999999995,5825,945.08
38.8,4.8,24.5,2012-03-28,0,8.7,16.1,0.0,5752,912.66
114.2,9.5,47.8,2012-03-30,0,-6.6,21.5,-8.0,5633,961.78
23.3,23.3,39.6,2012-03-31,0,-14.0,20.8,5.699999999999999,5671,980.12
139.6,2.7,37.9,2013-01-17,0,4.1,23.1,-248.4,5717,894.08
121.3,6.9,39.9,2013-01-18,0,9.3,20.6,0.0,5694,931.93
74.3,6.7,38.8,2013-01-19,0,5.699999999999999,20.3,-187.89999999999998,5682,954.42
164.5,31.4,47.6,2013-01-20,0,6.300000000000001,25.7,-129.39999999999998,5642,957.53
126.5,4.0,44.0,2013-01-21,0,15.9,24.4,0.0,5616,947.49
60.1,0.0,15.0,2013-01-22,0,24.8,11.5,0.0,5630,881.33
83.4,4.9,18.8,2013-01-23,0,25.8,9.7,0.0,5628,904.5
95.1,2.4,31.7,2013-01-24,0,23.9,9.7,0.0,5618,925.61
106.7,-28.6,27.5,2013-01-25,0,29.5,8.3,0.0,5620,969.22
85.4,-18.5,27.8,2013-01-26,0,27.2,9.9,0.0,5627,913.5
95.1,-19.2,25.4,2013-01-27,0,30.4,7.8,0.0,5645,888.41
52.4,-16.2,15.0,2013-01-28,0,27.1,9.5,0.0,5655,916.28
58.2,-12.9,23.0,2013-01-29,0,22.6,9.9,0.0,5618,913.19
69.8,6.5,36.7,2013-01-30,0,17.6,12.7,0.0,5598,880.57
75.0,-5.6,33.2,2013-01-31,0,20.0,13.5,0.0,5630,861.77
46.6,-1.9,31.7,2013-02-01,0,12.9,17.7,0.0,5647,964.44
58.2,21.1,33.0,2013-02-02,0,6.1,20.3,0.0,5615,905.38
202.4,28.6,51.3,2013-02-03,0,1.1,25.5,-167.3,5613,904.71
94.4,12.5,36.0,2013-02-04,0,17.9,24.3,0.0,5673,844.62
128.4,14.8,34.6,2013-02-05,0,16.0,24.1,0.0,5711,910.66
44.6,10.9,34.3,2013-02-06,0,14.3,22.1,0.0,5722,870.19
171.2,24.2,46.6,2013-02-07,0,5.9,30.7,0.0,5714,919.39
195.4,30.1,45.7,2013-02-08,0,11.2,34.6,0.0,5691,949.26
159.0,24.9,40.0,2013-02-09,0,20.1,24.9,0.0,5654,938.86
44.6,17.8,13.8,2013-02-10,0,25.4,16.9,0.0,5678,887.59
48.5,-2.1,17.8,2013-02-11,0,19.2,12.0,0.0,5698,915.63
46.6,-0.3,15.4,2013-02-12,0,15.9,11.1,0.0,5693,879.23
66.0,10.5,34.9,2013-02-13,0,12.5,20.1,0.0,5705,892.32
118.1,21.5,48.8,2013-02-14,0,5.9,22.2,0.0,5689,874.13
118.7,21.0,45.8,2013-02-15,0,8.2,22.8,0.0,5694,894.73
119.0,23.3,47.5,2013-02-16,1,11.1,27.9,0.0,5681,888.9
175.4,31.0,42.5,2013-02-17,0,13.399999999999999,34.6,-356.3,5667,957.6
173.5,25.3,36.8,2013-02-18,0,18.2,32.5,0.0,5635,990.59
134.5,-1.2,35.2,2013-02-19,0,11.2,18.1,-21.8,5641,962.94
150.3,14.9,34.7,2013-02-20,0,18.700000000000003,23.7,0.0,5665,923.75
186.4,-1.9,37.9,2013-02-21,0,16.9,21.7,0.0,5669,946.82
44.6,5.2,28.2,2013-02-22,0,12.8,15.1,0.0,5693,952.16
58.2,13.9,35.7,2013-02-23,0,8.7,17.2,0.0,5705,887.8
52.4,11.1,32.2,2013-02-24,0,11.3,17.3,0.0,5697,877.46
90.8,27.0,43.1,2013-02-25,0,11.8,23.6,0.0,5692,907.94
149.8,-1.0,36.6,2013-02-26,0,15.399999999999999,23.0,0.0,5719,919.78
69.8,-11.6,30.8,2013-02-27,0,13.3,17.6,0.0,5739,907.18
131.3,-9.1,34.1,2013-02-28,0,17.0,16.0,0.0,5744,890.79
91.5,-15.8,31.8,2013-03-01,0,22.4,14.7,0.0,5737,902.52
66.0,-16.2,25.6,2013-03-02,0,28.5,10.6,0.0,5747,837.48
71.8,0.5,16.6,2013-03-03,0,14.899999999999999,15.1,0.0,5731,910.66
56.3,-6.6,33.4,2013-03-04,0,9.9,15.4,0.0,5713,929.06
88.2,-7.8,36.2,2013-03-05,0,12.4,17.0,0.0,5724,897.45
98.3,-13.8,35.4,2013-03-06,0,9.7,18.6,0.0,5728,943.04
88.5,19.5,41.7,2013-03-08,0,4.2,20.8,-199.20000000000002,5671,879.56
116.3,5.1,35.6,2013-03-09,0,10.4,21.6,-230.29999999999998,5703,919.24
121.9,5.9,39.8,2013-03-10,0,3.7,22.5,990.1,5707,980.3
85.8,21.0,43.5,2013-03-11,0,-5.6,23.2,1970.6999999999998,5689,977.65
126.4,21.3,48.9,2013-03-13,0,-6.1000000000000005,28.1,1555.0,5732,987.75
117.0,26.0,46.2,2013-03-14,0,-3.4,31.2,1565.5,5736,977.62
274.6,22.2,53.0,2013-03-15,0,-5.6,34.0,2043.6,5726,995.16
153.2,24.8,50.4,2013-03-16,0,-6.199999999999999,34.9,1423.0,5723,927.38
221.7,35.7,53.0,2013-03-17,0,-10.7,39.3,2532.4,5720,985.21
99.9,4.7,40.5,2013-03-18,0,6.8,23.2,0.0,5669,935.01
90.1,21.6,38.6,2013-03-19,0,-0.6999999999999997,26.5,1475.8,5682,967.27
112.3,27.0,45.0,2013-03-20,0,-4.1000000000000005,26.5,1500.9,5715,977.65
102.4,27.5,45.6,2013-03-21,0,-3.8000000000000003,26.2,1367.6000000000001,5725,972.46
154.2,29.8,44.8,2013-03-22,0,-4.7,30.6,2944.2,5713,972.31
143.7,32.2,45.6,2013-03-23,0,-3.8999999999999995,31.3,2983.0,5748,985.12
88.0,21.7,43.4,2013-03-24,0,-3.6,30.4,2065.2,5748,987.72
267.2,35.6,53.0,2013-03-25,0,-3.8000000000000003,35.2,1394.2,5748,927.29
170.2,34.3,49.0,2013-03-26,0,-7.3,34.7,2550.5,5749,985.15
173.0,31.7,46.1,2013-03-27,1,2.8000000000000003,30.6,-384.2,5757,878.31
149.8,29.9,44.3,2013-03-28,0,-4.300000000000001,34.7,2681.8999999999996,5780,974.78
183.2,34.2,45.8,2013-03-29,1,10.1,39.4,0.0,5755,845.6
265.0,39.5,51.7,2013-03-30,0,-1.0,43.0,280.29999999999995,5751,898.73
186.3,29.1,47.2,2013-03-31,0,-3.0,43.3,1566.5,5748,969.59
219.5,30.6,50.6,2013-04-01,0,-8.700000000000001,41.1,2300.9,5752,978.92
241.8,34.1,52.7,2013-04-02,0,-9.3,37.9,1747.8,5748,990.19
225.6,33.5,50.8,2013-04-03,1,-0.5,40.8,194.7,5762,888.35
205.5,35.1,45.7,2013-04-04,0,-1.2999999999999998,42.6,620.5,5751,958.79
185.4,18.8,36.9,2013-04-05,0,4.4,34.6,143.59999999999997,5757,938.98
85.5,15.3,31.1,2013-04-06,0,5.1,29.0,24.30000000000001,5750,930.28
92.5,17.8,39.5,2013-04-07,0,-1.2000000000000002,23.8,754.6,5764,961.59
140.2,22.1,40.6,2013-04-08,0,-0.3999999999999999,24.9,1280.7,5774,961.47
116.2,20.5,36.8,2013-04-09,0,2.4999999999999996,27.9,2149.7,5804,977.37
123.9,29.0,44.3,2013-04-10,1,-2.1,33.2,2421.3,5809,982.53
370.3,37.5,56.9,2013-04-11,0,-10.1,37.3,2669.2999999999997,5799,974.72
115.6,29.2,44.3,2013-04-12,0,2.4000000000000004,37.1,948.9,5790,947.68
231.0,36.0,50.3,2013-04-13,0,0.6000000000000001,36.9,979.0,5814,907.82
215.3,34.5,51.2,2013-04-14,0,2.7,38.1,-431.90000000000003,5748,889.63
177.6,30.3,49.1,2013-04-15,1,3.2,33.5,-348.2,5732,899.92
294.6,33.6,54.3,2013-04-16,1,-11.6,35.2,2634.5,5743,966.81
164.9,22.6,46.9,2013-04-17,1,-0.6000000000000001,35.2,1247.7,5757,956.19
124.5,23.1,46.7,2013-04-18,1,3.0,31.6,-339.7,5719,948.78
133.7,28.4,47.1,2013-04-19,0,-3.9999999999999996,36.1,2023.3999999999999,5737,980.12
180.8,31.5,52.0,2013-04-20,1,-1.7000000000000002,34.1,-135.10000000000002,5735,937.06
215.2,37.4,48.6,2013-04-21,0,0.0,46.5,1143.4,5701,961.93
201.0,32.8,45.6,2013-04-22,1,3.7,39.2,102.30000000000001,5690,956.86
181.6,28.7,47.2,2013-04-23,1,1.1,39.2,758.8000000000001,5715,975.14
206.1,35.3,46.9,2013-04-24,0,2.8,45.2,931.8,5729,964.46
185.2,32.5,41.2,2013-04-25,0,2.8,39.9,1958.8,5750,987.69
158.7,31.9,43.6,2013-04-26,0,1.2999999999999998,36.0,1399.1,5774,964.22
227.8,40.7,49.2,2013-04-27,1,-3.8,53.4,3060.2000000000003,5789,982.47
275.6,41.5,50.4,2013-04-28,0,-4.2,51.2,3415.6,5807,974.59
164.2,33.8,43.3,2013-04-29,0,-0.2999999999999998,47.8,-5.0,5815,971.94
204.3,30.2,46.6,2013-04-30,0,-1.5000000000000004,45.8,-13.6,5825,963.79
298.3,38.1,52.4,2013-05-01,1,-5.7,46.4,3281.2,5840,960.13
347.2,40.3,56.4,2013-05-02,0,-8.1,40.2,3354.7,5803,935.87
304.1,35.5,52.7,2013-05-03,0,-3.1999999999999997,37.8,1278.6999999999998,5787,823.01
381.7,41.8,54.3,2013-05-04,1,-7.6,53.8,-19.2,5790,952.68
364.8,35.7,52.0,2013-05-05,1,-8.3,52.5,1.8000000000000007,5782,952.68
266.0,37.5,48.4,2013-05-06,0,-5.6,55.6,4.0,5792,958.36
266.6,34.3,47.3,2013-05-07,0,-1.7999999999999998,52.5,1798.7,5797,950.06
368.0,40.7,51.5,2013-05-08,0,-5.4,52.1,36.8,5815,971.76
411.7,39.1,54.5,2013-05-09,0,-7.2,52.2,-3.0999999999999996,5815,966.38
112.5,17.0,39.4,2013-05-10,1,-4.300000000000001,38.4,24.9,5809,966.42
344.3,36.9,53.6,2013-05-11,1,-6.2,52.8,-4.0,5838,966.38
450.3,44.3,58.8,2013-05-12,0,-10.399999999999999,49.9,13.3,5808,987.5
262.6,37.8,51.3,2013-05-13,1,-0.5999999999999996,53.8,285.40000000000003,5802,967.0
247.2,33.3,45.3,2013-05-14,0,11.0,55.7,-214.89999999999998,5780,961.96
222.6,35.2,45.5,2013-05-15,0,2.0,54.7,575.3,5809,980.0
276.3,24.9,42.3,2013-05-16,0,13.100000000000001,38.0,0.0,5771,921.56
338.4,36.2,54.3,2013-05-17,1,-6.1000000000000005,49.7,568.4,5791,974.69
334.0,33.1,54.4,2013-05-18,1,-7.699999999999999,55.2,2081.8999999999996,5810,979.81
146.4,28.6,44.8,2013-05-19,1,-2.7,47.8,1760.0,5826,974.59
373.6,36.9,55.2,2013-05-20,0,-6.799999999999999,52.4,2.1999999999999993,5819,979.78
238.8,29.0,46.9,2013-05-21,0,1.4,48.7,1554.2,5826,985.03
228.0,26.8,43.6,2013-05-22,1,6.199999999999999,54.6,1146.2,5829,982.5
263.5,27.0,45.5,2013-05-23,1,4.6,43.3,2168.9,5839,905.3
245.1,29.4,47.5,2013-05-24,0,1.4000000000000004,41.6,0.40000000000000013,5821,943.01
250.4,29.0,48.7,2013-05-25,0,1.8000000000000007,48.1,1579.0,5840,913.32
244.8,36.3,41.6,2013-05-26,0,6.300000000000001,48.6,1804.7,5839,935.87
242.1,35.0,43.7,2013-05-27,0,7.699999999999999,47.4,-7.699999999999989,5823,916.31
251.0,37.8,43.3,2013-05-28,0,7.7,58.3,170.2,5809,933.59
288.2,37.2,41.5,2013-05-29,0,9.0,60.3,96.0,5786,945.4
315.4,31.1,36.6,2013-05-31,0,12.3,50.0,201.9,5771,903.1
260.1,26.6,43.6,2013-06-01,0,0.5,54.9,-10.6,5801,971.19
214.4,32.6,44.0,2013-06-02,0,0.09999999999999964,55.9,2566.2999999999997,5829,977.19
203.7,34.2,41.6,2013-06-03,0,0.0,56.5,-2.5999999999999996,5823,982.38
173.7,28.7,41.0,2013-06-04,0,1.0,52.7,1966.2,5835,966.57
187.9,30.0,44.1,2013-06-05,0,-1.7000000000000002,56.8,2039.8999999999999,5830,966.54
247.7,38.2,44.8,2013-06-06,1,4.3,54.2,4.3,5806,935.92
217.9,36.3,44.0,2013-06-07,0,0.0,62.7,-18.0,5831,958.21
224.6,37.6,43.7,2013-06-08,1,5.1000000000000005,55.3,1008.1999999999999,5824,923.65
244.5,36.5,43.7,2013-06-09,1,3.0999999999999996,57.7,1912.9,5822,915.87
282.8,41.1,47.6,2013-06-10,1,6.7,58.7,16.099999999999994,5816,856.41
269.0,41.5,45.4,2013-06-11,0,4.0,61.7,861.4,5837,916.01
254.9,36.8,41.5,2013-06-12,1,7.699999999999999,51.0,-13.899999999999999,5795,913.73
300.4,34.4,41.7,2013-06-13,0,7.5,56.3,349.6,5790,935.95
304.5,37.1,40.8,2013-06-14,1,8.4,60.5,7.6,5792,938.34
262.7,40.2,43.7,2013-06-15,0,7.0,60.1,193.0,5811,913.65
254.4,38.4,45.6,2013-06-16,1,0.2999999999999998,63.2,1348.8999999999999,5826,990.1
181.9,34.1,44.1,2013-06-17,1,-2.3000000000000003,51.0,1826.1,5826,979.81
216.5,36.0,42.2,2013-06-18,1,4.6,50.9,1671.2,5817,928.54
218.3,40.5,44.2,2013-06-19,1,2.8999999999999995,54.0,2167.8999999999996,5816,928.51
238.9,41.4,45.4,2013-06-20,0,3.1999999999999997,58.1,1440.4,5815,897.25
250.8,39.9,43.2,2013-06-21,1,9.5,59.4,148.79999999999998,5811,931.14
270.4,41.5,44.9,2013-06-22,1,3.1999999999999997,63.1,1526.3,5809,923.54
267.6,34.3,38.7,2013-06-23,1,10.0,57.9,0.20000000000000018,5816,935.92
274.5,38.0,39.2,2013-06-24,0,8.9,62.0,25.699999999999996,5813,943.01
273.6,35.6,38.8,2013-06-25,0,9.3,63.5,1.4,5813,949.99
290.8,40.4,42.2,2013-06-26,0,7.6,66.9,355.40000000000003,5831,913.48
248.3,37.0,42.4,2013-06-27,0,8.5,56.2,-49.9,5807,905.82
266.9,37.1,39.7,2013-06-28,0,9.2,59.9,-30.1,5816,908.27
256.6,40.1,42.6,2013-06-29,1,6.6000000000000005,64.6,470.2,5803,910.87
276.7,41.0,43.0,2013-06-30,0,7.500000000000001,45.9,30.6,5803,949.99
240.9,34.4,39.9,2013-07-01,1,2.7,61.9,1879.3,5792,992.1
259.3,39.1,42.6,2013-07-02,1,5.300000000000001,61.0,1633.0,5814,945.34
259.2,36.0,38.9,2013-07-03,1,8.7,56.5,-12.3,5818,926.12
253.4,35.1,41.5,2013-07-04,0,5.8999999999999995,57.0,1541.6000000000001,5822,943.01
243.3,33.7,40.6,2013-07-05,0,8.2,53.8,333.8,5821,916.12
234.1,33.7,40.2,2013-07-06,0,5.699999999999999,61.8,462.1,5832,961.26
259.6,36.7,43.6,2013-07-07,0,0.7000000000000002,68.8,1954.8,5833,979.81
214.1,33.5,40.7,2013-07-08,0,3.3,66.0,-22.4,5851,946.98
228.5,33.5,41.3,2013-07-09,1,8.7,50.8,96.3,5822,921.23
204.9,31.2,40.4,2013-07-10,1,9.200000000000001,46.6,-172.3,5809,892.2
288.5,40.4,45.7,2013-07-11,1,5.6,61.3,801.4,5790,935.92
281.2,35.0,41.7,2013-07-12,0,8.3,57.9,474.9,5822,933.56
254.6,38.1,41.6,2013-07-13,0,8.7,60.4,15.899999999999999,5806,913.7
249.0,35.9,40.6,2013-07-14,0,7.5,58.0,841.5,5801,935.92
239.0,32.8,38.9,2013-07-15,1,11.5,52.2,0.0,5786,931.25
261.1,35.9,41.2,2013-07-16,0,8.7,58.9,-4.0,5818,935.95
257.5,34.7,39.6,2013-07-17,0,8.700000000000001,58.5,22.8,5814,940.7
252.0,35.7,40.4,2013-07-18,0,10.0,61.2,-4.0,5810,935.95
273.7,40.3,40.8,2013-07-19,1,10.6,67.3,-10.400000000000002,5796,943.06
242.8,31.8,37.4,2013-07-20,0,11.200000000000001,54.6,-18.7,5806,926.2
213.3,30.0,35.7,2013-07-21,1,16.9,46.1,0.0,5787,889.95
288.9,35.7,40.0,2013-07-22,1,9.5,60.4,13.100000000000001,5787,940.7
269.5,30.6,35.9,2013-07-23,1,13.4,53.3,-56.000000000000014,5800,928.73
248.2,33.8,40.8,2013-07-24,1,9.200000000000001,55.0,-117.89999999999999,5800,913.7
266.9,35.8,41.8,2013-07-25,0,8.8,58.9,20.199999999999996,5786,928.7
268.2,38.1,41.5,2013-07-26,0,8.7,64.9,329.20000000000005,5746,938.31
250.8,40.0,42.3,2013-07-27,1,7.8,65.4,238.1,5767,949.99
266.2,37.1,41.8,2013-07-28,0,4.5,55.0,939.8000000000001,5802,889.09
265.7,35.4,38.5,2013-07-29,0,11.700000000000001,59.1,98.60000000000001,5768,949.99
316.5,37.3,40.8,2013-07-30,0,10.5,60.4,71.6,5745,938.37
250.3,37.2,41.2,2013-07-31,0,9.9,58.0,-83.1,5765,897.8
247.7,31.8,39.4,2013-08-01,0,3.5,60.2,1764.6999999999998,5788,992.1
249.8,34.1,40.7,2013-08-02,0,6.800000000000001,52.4,48.8,5812,949.99
245.1,38.0,42.1,2013-08-03,0,1.3999999999999995,66.8,2470.7,5826,995.07
229.2,37.0,42.4,2013-08-04,1,2.6999999999999997,64.0,1126.8,5828,972.0
242.9,35.1,42.7,2013-08-05,0,6.1000000000000005,55.6,-15.9,5827,935.95
279.9,38.8,40.8,2013-08-06,1,9.6,55.5,197.0,5820,949.99
269.7,34.3,42.6,2013-08-07,1,5.3,64.3,-31.200000000000003,5824,969.5
240.8,38.3,43.7,2013-08-08,1,5.800000000000001,66.9,165.1,5814,969.53
240.3,38.1,45.3,2013-08-09,1,5.3,66.6,65.10000000000001,5814,974.87
204.8,34.8,42.7,2013-08-10,0,4.3,59.6,424.0,5824,961.32
227.9,38.4,41.4,2013-08-11,0,4.7,68.2,1331.2,5824,985.06
239.4,37.1,40.9,2013-08-12,0,8.1,67.4,1223.9,5814,999.98
219.3,35.4,44.9,2013-08-13,0,-0.5999999999999996,60.7,1913.5,5812,995.1
216.6,38.4,45.7,2013-08-14,1,-0.5999999999999996,65.1,1924.8000000000002,5822,987.56
220.7,39.5,45.1,2013-08-15,0,-1.3000000000000007,68.5,2390.6000000000004,5816,985.0
207.1,35.5,40.8,2013-08-16,1,8.0,62.3,-100.5,5820,958.76
219.2,35.5,43.1,2013-08-17,1,5.6,56.0,1071.1000000000001,5819,931.06
225.2,36.1,42.4,2013-08-18,0,7.1000000000000005,53.1,279.20000000000005,5796,911.04
255.4,39.6,41.7,2013-08-19,1,9.399999999999999,64.9,-1.0,5755,947.71
250.5,34.4,39.8,2013-08-20,1,11.5,53.4,0.0,5795,903.49
283.1,37.1,40.9,2013-08-21,0,8.100000000000001,57.5,208.1,5735,938.4
252.4,37.0,40.5,2013-08-22,0,7.0,55.3,1066.2,5805,940.68
235.7,36.9,42.2,2013-08-23,0,7.7,51.2,-34.2,5824,931.17
214.4,34.1,42.0,2013-08-24,1,4.6,58.6,-58.8,5817,955.89
221.0,35.4,42.0,2013-08-25,1,8.299999999999999,49.5,-67.0,5816,878.0
233.0,38.9,42.1,2013-08-26,1,5.2,52.3,1509.9,5816,905.38
278.3,42.1,45.4,2013-08-27,0,2.0,66.6,2361.4,5802,949.99
256.0,39.1,41.2,2013-08-28,0,5.800000000000001,72.5,528.3,5813,999.98
247.0,35.1,41.7,2013-08-29,0,4.699999999999999,64.2,891.0,5823,990.13
257.5,35.3,39.9,2013-08-30,1,5.2,66.1,1580.3,5833,987.56
223.7,33.3,38.0,2013-08-31,0,6.3,59.3,1266.3999999999999,5836,958.36
249.2,36.6,40.4,2013-09-01,1,1.0,31.5,18.9,5841,981.7
239.0,40.1,46.8,2013-09-02,0,2.7,72.4,972.1,5835,997.57
226.9,32.5,39.2,2013-09-03,0,8.600000000000001,59.5,0.0,5826,958.69
269.3,40.0,44.7,2013-09-04,0,1.9999999999999996,67.8,1413.1,5821,987.59
238.8,30.7,43.6,2013-09-05,1,-0.6000000000000005,58.4,3261.8,5821,984.94
220.0,24.1,40.1,2013-09-06,0,1.0,55.9,3555.2,5814,984.94
190.0,31.8,41.3,2013-09-07,1,0.0,60.8,2747.7000000000003,5805,995.07
208.3,37.1,42.9,2013-09-08,1,-0.09999999999999964,65.7,2325.9,5796,992.6
221.6,39.0,43.0,2013-09-09,1,4.2,65.5,860.6999999999999,5794,990.16
210.8,39.1,45.5,2013-09-10,0,-1.0999999999999996,64.1,2008.3999999999999,5795,987.59
204.4,38.0,43.8,2013-09-11,0,1.7999999999999998,62.9,948.5,5780,969.53
202.7,34.7,41.8,2013-09-12,0,3.1000000000000005,58.6,1258.1000000000001,5810,966.72
202.5,34.7,41.6,2013-09-13,1,3.2,57.2,1305.0,5824,950.03
232.5,35.5,44.1,2013-09-14,0,3.0,56.6,813.7,5814,932.48
210.4,33.5,43.5,2013-09-15,1,2.8,56.7,1018.6,5805,987.63
230.3,36.7,44.0,2013-09-16,1,0.9000000000000004,60.0,3.5,5808,997.54
258.1,39.7,41.5,2013-09-17,1,3.1999999999999997,66.5,566.3,5807,999.98
253.3,38.6,44.6,2013-09-18,1,2.2,59.0,2039.3,5804,945.37
313.4,43.4,46.6,2013-09-19,1,3.2,60.0,1769.3,5792,949.99
272.6,39.1,42.3,2013-09-20,0,1.4000000000000004,65.8,1822.2,5820,997.54
239.6,34.1,41.4,2013-09-21,0,0.3000000000000007,58.4,1005.7,5811,999.98
233.4,34.5,42.4,2013-09-22,0,0.5,57.4,843.8,5806,999.98
214.8,34.3,44.2,2013-09-23,0,0.8999999999999999,57.8,1123.1,5802,987.63
229.4,38.9,45.8,2013-09-24,0,-1.2000000000000002,64.6,2418.1,5815,999.98
222.4,35.5,45.3,2013-09-25,1,-3.3000000000000003,59.3,3417.1,5811,990.04
212.2,37.9,47.0,2013-09-26,1,-2.4,62.6,2279.6,5805,985.0
226.5,38.7,44.6,2013-09-27,1,1.7999999999999998,65.6,1480.5,5813,979.9
229.1,38.8,46.1,2013-09-28,0,1.1,65.1,1221.1,5806,987.63
260.3,41.0,45.1,2013-09-29,1,1.3000000000000003,72.0,1835.3,5805,999.98
271.8,38.7,44.2,2013-09-30,1,5.699999999999999,67.9,391.9,5788,999.98
289.2,40.4,45.2,2013-10-01,0,3.1,70.6,962.2,5799,997.57
255.1,39.4,45.9,2013-10-02,0,-0.09999999999999964,63.8,1752.0,5801,999.98
229.4,39.2,43.6,2013-10-03,1,0.10000000000000053,64.9,2200.0,5797,999.98
235.9,38.6,44.9,2013-10-05,0,-1.0,61.4,2846.8,5796,999.98
247.9,40.6,46.0,2013-10-06,1,0.8000000000000007,65.2,1654.6,5791,997.57
191.8,33.1,42.8,2013-10-09,0,5.0,51.5,114.4,5744,975.08
205.0,30.8,43.2,2013-10-10,0,0.10000000000000009,51.0,1805.8999999999999,5801,910.45
190.2,24.4,39.5,2013-10-11,0,5.300000000000001,46.1,985.6,5790,958.66
266.1,31.8,40.5,2013-10-12,1,2.9,62.6,3331.3999999999996,5798,999.98
